employee_id,employee_name,gender,age,hire_date,employment_status,job_title,job_level,grade,department,division,business_unit,location,manager_id,manager_name,salary,position_id,position_status,employment_type,work_arrangement,performance_rating,years_of_service
E12107,Jesse Edwards,Male,38,2019-01-19,Active,Security Manager,4,G12,Cybersecurity,Information Technology,Technology,Riyadh,E14640,Robin Pierce,313700.0,P10391,Filled,Full-Time,On-site,3,7.7
E10967,Frank Cordova,Male,33,2020-12-11,Active,Senior Security Analyst,6,G9,Cybersecurity,Information Technology,Technology,Riyadh,E12107,Jesse Edwards,199300.0,P10392,Filled,Full-Time,Hybrid,3,5.8
,,,,,,Security Analyst,6,G9,Cybersecurity,Information Technology,Technology,Riyadh,E12107,Jesse Edwards,,P10393,Vacant,,,,
E14348,Jared Robertson,Male,24,2024-04-25,Active,Security Engineer,6,G6,Cybersecurity,Information Technology,Technology,Riyadh,E12107,Jesse Edwards,165300.0,P10394,Filled,Full-Time,On-site,2,2.4
E11971,William Sandoval,Male,34,2017-09-09,Active,Security Analyst,6,G7,Cybersecurity,Information Technology,Technology,Riyadh,E12107,Jesse Edwards,160600.0,P10395,Filled,Full-Time,Hybrid,2,9.0
E12453,Kimberly Gutierrez,Female,23,2024-09-25,Active,Senior Security Analyst,6,G9,Cybersecurity,Information Technology,Technology,Riyadh,E12107,Jesse Edwards,182200.0,P10396,Filled,Full-Time,On-site,3,2.0
,,,,,,Security Analyst,6,G9,Cybersecurity,Information Technology,Technology,Riyadh,E12107,Jesse Edwards,,P10397,Vacant,,,,
E12157,Cody Cox,Male,29,2021-06-16,Active,Senior Security Analyst,6,G6,Cybersecurity,Information Technology,Technology,Riyadh,E12107,Jesse Edwards,201500.0,P10398,Filled,Full-Time,On-site,4,5.3
E12633,Peter Garrett,Male,32,2023-10-20,Active,SOC Analyst,6,G8,Cybersecurity,Information Technology,Technology,Riyadh,E12107,Jesse Edwards,163300.0,P10399,Filled,Contractor,On-site,4,2.9
E12133,Olivia Harris,Female,41,2015-08-28,Active,"Director, Applications",2,G16,Applications,Information Technology,Technology,Riyadh,E12530,Jeffrey Wood,836500.0,P10400,Filled,Full-Time,On-site,5,11.1
E11115,Joshua Pennington,Male,40,2017-04-23,Active,Senior Applications Manager,3,G14,Applications,Information Technology,Technology,Riyadh,E12133,Olivia Harris,461300.0,P10401,Filled,Full-Time,On-site,4,9.4
E10563,Jessica Wolfe,Female,42,2017-11-27,Active,Applications Manager,4,G13,Applications,Information Technology,Technology,Riyadh,E11115,Joshua Pennington,318200.0,P10402,Filled,Full-Time,Remote,3,8.8
E14585,Barbara Dudley,Female,35,2024-06-11,Active,Team Lead,5,G11,Applications,Information Technology,Technology,Riyadh,E10563,Jessica Wolfe,176400.0,P10403,Filled,Full-Time,On-site,4,2.3
,,Male,,,,QA Engineer,6,G6,Applications,Information Technology,Technology,Cairo,E14585,Barbara Dudley,,P10404,Vacant,,,,
,,Male,,,,Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E14585,Barbara Dudley,,P10405,Vacant,,,,
,,Male,,,,Business Analyst,6,G6,Applications,Information Technology,Technology,Riyadh,E14585,Barbara Dudley,,P10406,Vacant,,,,
,,Male,,,,Business Analyst,6,G5,Applications,Information Technology,Technology,Riyadh,E14585,Barbara Dudley,,P10407,Vacant,,,,
,,Male,,,,Software Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E14585,Barbara Dudley,,P10408,Vacant,,,,
,,Male,,,,Business Analyst,6,G9,Applications,Information Technology,Technology,Riyadh,E14585,Barbara Dudley,,P10409,Vacant,,,,
E13495,Mitchell Hicks,Male,35,2024-06-15,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E10563,Jessica Wolfe,224000.0,P10410,Filled,Full-Time,On-site,3,2.3
E11382,Donald Davenport,Male,31,2025-03-06,Active,Software Developer,6,G5,Applications,Information Technology,Technology,Riyadh,E13495,Mitchell Hicks,113500.0,P10411,Filled,Full-Time,Remote,4,1.6
E11617,Veronica Sanchez,Female,37,2021-11-17,Active,Software Developer,6,G9,Applications,Information Technology,Technology,Riyadh,E13495,Mitchell Hicks,122900.0,P10412,Filled,Full-Time,Hybrid,5,4.9
E10295,Kristen Reyes,Female,27,2024-06-08,Active,Business Analyst,6,G6,Applications,Information Technology,Technology,Riyadh,E13495,Mitchell Hicks,143700.0,P10413,Filled,Full-Time,Remote,5,2.3
E14653,Tammy Romero,Female,31,2022-06-10,Active,Senior Software Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E13495,Mitchell Hicks,173600.0,P10414,Filled,Contractor,Remote,4,4.3
E14904,Shawn Shields,Male,28,2021-01-15,Active,Business Analyst,6,G9,Applications,Information Technology,Technology,Riyadh,E13495,Mitchell Hicks,160800.0,P10415,Filled,Contractor,On-site,2,5.7
E11953,Desiree Tyler,Female,37,2017-07-20,Active,Applications Manager,4,G13,Applications,Information Technology,Technology,Riyadh,E11115,Joshua Pennington,332800.0,P10416,Filled,Full-Time,Remote,3,9.2
E14308,Jason Villa,Male,37,2011-06-29,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E11953,Desiree Tyler,257800.0,P10417,Filled,Full-Time,On-site,1,15.2
E13682,Jordan Hoover,Male,25,2022-11-30,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E14308,Jason Villa,162100.0,P10418,Filled,Full-Time,On-site,4,3.8
E13473,Douglas Evans,Male,27,2020-09-25,Active,QA Engineer,6,G5,Applications,Information Technology,Technology,Riyadh,E14308,Jason Villa,144100.0,P10419,Filled,Full-Time,Hybrid,4,6.0
E13222,Kevin Duarte,Male,37,2023-09-18,Active,Senior Software Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E14308,Jason Villa,172800.0,P10420,Filled,Full-Time,Hybrid,4,3.0
E14827,John Hernandez,Male,36,2024-03-21,Active,Senior Software Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E14308,Jason Villa,127900.0,P10421,Filled,Full-Time,Hybrid,3,2.5
E11180,Kimberly Reed,Female,27,2020-09-25,Active,Software Developer,6,G7,Applications,Information Technology,Technology,Riyadh,E14308,Jason Villa,154300.0,P10422,Filled,Full-Time,Hybrid,4,6.0
E10206,Juan Daniels,Male,30,2017-09-25,Active,Business Analyst,6,G5,Applications,Information Technology,Technology,Riyadh,E14308,Jason Villa,121900.0,P10423,Filled,Full-Time,Remote,3,9.0
E11516,Jordan Morris,Female,37,2021-09-02,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E11953,Desiree Tyler,200700.0,P10424,Filled,Full-Time,Hybrid,4,5.1
E10352,Colin Terry,Male,29,2018-09-25,Active,Software Developer,6,G6,Applications,Information Technology,Technology,Riyadh,E11516,Jordan Morris,136700.0,P10425,Filled,Full-Time,On-site,4,8.0
E11943,Kenneth Hall,Male,38,2022-06-15,Active,Software Developer,6,G9,Applications,Information Technology,Technology,Riyadh,E11516,Jordan Morris,139200.0,P10426,Filled,Full-Time,Remote,4,4.3
E14720,Reginald Williams,Male,32,2021-03-12,Active,Software Developer,6,G5,Applications,Information Technology,Technology,Riyadh,E11516,Jordan Morris,135700.0,P10427,Filled,Full-Time,On-site,3,5.5
E11016,Patrick Thornton,Male,33,2024-11-30,Active,QA Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E11516,Jordan Morris,129700.0,P10428,Filled,Full-Time,On-site,2,1.8
E14609,Robert Hughes,Male,30,2018-07-02,Active,Software Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E11516,Jordan Morris,154800.0,P10429,Filled,Full-Time,Remote,3,8.2
E14234,Matthew Hoover,Male,28,2021-01-03,Active,QA Engineer,6,G8,,Information Technology,Technology,Riyadh,E11516,Jordan Morris,141700.0,P10430,Filled,Full-Time,Remote,3,5.7
E12237,William Simpson,Male,30,2020-09-11,Active,Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E11516,Jordan Morris,156000.0,P10431,Filled,Full-Time,On-site,3,6.0
E11757,Andrew Shaw,Male,35,2015-01-16,Active,Software Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E11516,Jordan Morris,167500.0,P10432,Filled,Full-Time,Hybrid,3,11.7
E13722,Kevin Kane,Male,43,2021-06-23,Active,Applications Manager,4,G12,Applications,Information Technology,Technology,Riyadh,E11115,Joshua Pennington,296500.0,P10433,Filled,Full-Time,On-site,4,5.3
E13217,Shane Alexander,Male,39,2023-04-17,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E13722,Kevin Kane,224600.0,P10434,Filled,Full-Time,Hybrid,4,3.4
E11828,Kelly Bryant,Female,42,2025-03-02,Active,QA Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E13217,Shane Alexander,137200.0,P10435,Filled,Full-Time,Remote,4,1.6
E14134,Miranda Ortiz,Female,21,2026-08-20,Active,QA Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E13217,Shane Alexander,126800.0,P10436,Filled,Full-Time,Remote,3,0.1
E13331,Matthew Moore,Male,32,2024-02-05,Active,Software Engineer,6,G5,Applications,Information Technology,Technology,Riyadh,E13217,Shane Alexander,132200.0,P10437,Filled,Full-Time,On-site,4,2.6
,,,,,,Software Developer,6,G7,Applications,Information Technology,Technology,Riyadh,E13217,Shane Alexander,,P10438,Vacant,,,,
E10888,Julie Costa,Female,31,2021-07-13,Active,Software Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E13217,Shane Alexander,140100.0,P10439,Filled,Full-Time,Hybrid,3,5.2
E14700,George Schwartz,Male,49,2021-02-01,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E13722,Kevin Kane,234200.0,P10440,Filled,Full-Time,On-site,4,5.6
,,,,,,QA Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E14700,George Schwartz,,P10441,Vacant,,,,
E10400,Marie Christian,Female,36,2014-06-13,Active,QA Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E14700,George Schwartz,152900.0,P10442,Filled,Full-Time,Hybrid,3,12.3
E13779,Samuel Villarreal,Male,25,2023-01-11,Active,Business Analyst,6,G6,Applications,Information Technology,Technology,Riyadh,E14700,George Schwartz,152500.0,P10443,Filled,Full-Time,On-site,5,3.7
E13241,Jamie Stewart,Female,31,2024-07-27,Active,Software Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E14700,George Schwartz,111300.0,P10444,Filled,Full-Time,Remote,3,2.2
E13776,Michelle Malone,Female,40,2025-11-19,Active,Business Analyst,6,G5,Applications,Information Technology,Technology,Riyadh,E14700,George Schwartz,131800.0,P10445,Filled,Full-Time,Hybrid,4,0.8
E13488,Shane Johnson,Male,26,2021-09-25,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E14700,George Schwartz,168300.0,P10446,Filled,Full-Time,Hybrid,3,5.0
E11570,Andrea Welch,Female,30,2017-09-25,Active,Software Developer,6,G5,Applications,Information Technology,Technology,Riyadh,E14700,George Schwartz,141300.0,P10447,Filled,Part-Time,Remote,3,9.0
E10651,Thomas Bright,Male,29,2022-05-04,Active,QA Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E14700,George Schwartz,154200.0,P10448,Filled,Contractor,Hybrid,5,4.4
E10585,Paul Hamilton,Male,46,2020-06-07,Active,Senior Applications Manager,3,G15,Applications,Information Technology,Technology,Riyadh,E12133,Olivia Harris,490000.0,P10449,Filled,Full-Time,Hybrid,3,6.3
E10645,Brett Schultz,Male,40,2017-02-23,Active,Applications Manager,4,G13,Applications,Information Technology,Technology,Riyadh,E10585,Paul Hamilton,304500.0,P10450,Filled,Full-Time,Remote,4,9.6
E14735,Shelia Wallace,Female,38,2021-08-29,Active,Team Lead,5,G11,Applications,Information Technology,Technology,Riyadh,E10645,Brett Schultz,206800.0,P10451,Filled,Full-Time,Hybrid,3,5.1
E11550,Michael Berger,Male,24,2025-08-01,Active,Business Analyst,6,G7,Applications,Information Technology,Technology,Riyadh,E14735,Shelia Wallace,137900.0,P10452,Filled,Full-Time,Remote,3,1.2
E11577,Amber Flynn,Female,33,2023-03-14,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E14735,Shelia Wallace,145000.0,P10453,Filled,Full-Time,Hybrid,4,3.5
E13012,Edward Brooks,Male,29,2025-04-11,Active,Software Engineer,6,G5,Applications,Information Technology,Technology,Riyadh,E14735,Shelia Wallace,154500.0,P10454,Filled,Full-Time,Remote,4,1.5
E10598,Charles Schmidt,Male,34,2024-07-12,Active,Software Developer,6,G7,Applications,Information Technology,Technology,Riyadh,E14735,Shelia Wallace,146900.0,P10455,Filled,Full-Time,Remote,5,2.2
E10747,Keith Sparks,Male,24,2023-09-26,Active,Senior Software Engineer,6,G10,Applications,Information Technology,Technology,Riyadh,E14735,Shelia Wallace,160600.0,P10456,Filled,Full-Time,Hybrid,3,3.0
E10577,Christopher Miller,Male,26,2021-09-25,Active,Software Developer,6,G8,Applications,Information Technology,Technology,Cairo,E14735,Shelia Wallace,140700.0,P10457,Filled,Part-Time,On-site,3,5.0
E11234,Seth Harvey,Male,41,2016-03-26,Active,Team Lead,5,G11,Applications,Information Technology,Technology,Riyadh,E10645,Brett Schultz,237100.0,P10458,Filled,Full-Time,Remote,3,10.5
E13733,Cynthia Durham,Female,26,2021-09-25,Active,Business Analyst,6,G6,Applications,Information Technology,Technology,Riyadh,E11234,Seth Harvey,146100.0,P10459,Filled,Full-Time,Remote,3,5.0
E10483,Briana Murray,Female,30,2026-03-31,Active,QA Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E11234,Seth Harvey,123800.0,P10460,Filled,Full-Time,On-site,3,0.5
E12047,David Scott,Male,38,2021-09-19,Active,QA Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E11234,Seth Harvey,143800.0,P10461,Filled,Full-Time,On-site,1,5.0
E11579,Adam Ballard,Male,29,2025-06-29,Active,Business Analyst,6,G8,Applications,Information Technology,Technology,Riyadh,E11234,Seth Harvey,119300.0,P10462,Filled,Full-Time,Hybrid,1,1.2
E14065,Steven Byrd,Male,33,2014-09-25,Active,Software Developer,6,G8,Applications,Information Technology,Technology,Riyadh,E11234,Seth Harvey,129100.0,P10463,Filled,Full-Time,Remote,3,12.0
E12103,Christopher Alexander,Male,37,2020-01-27,Active,Senior Software Engineer,6,G9,Applications,Information Technology,Technology,Riyadh,E11234,Seth Harvey,167900.0,P10464,Filled,Full-Time,Remote,3,6.7
E10376,Gregory Matthews,Male,40,2015-03-27,Active,Applications Manager,4,G13,Applications,Information Technology,Technology,Cairo,E10585,Paul Hamilton,349000.0,P10465,Filled,Full-Time,Hybrid,3,11.5
E14156,Margaret Coleman,Female,35,2025-01-17,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Cairo,E10376,Gregory Matthews,202500.0,P10466,Filled,Full-Time,On-site,4,1.7
E10125,David Bruce,Male,21,2026-08-20,Active,Software Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E14156,Margaret Coleman,112100.0,P10467,Filled,Full-Time,On-site,3,0.1
E14980,Curtis Cruz,Male,27,2020-09-25,Active,Software Developer,6,G9,Applications,Information Technology,Technology,Cairo,E14156,Margaret Coleman,111000.0,P10468,Filled,Full-Time,Remote,1,6.0
E10578,John Young,Male,23,2024-12-03,Active,Business Analyst,6,G9,Applications,Information Technology,Technology,Riyadh,E14156,Margaret Coleman,157100.0,P10469,Filled,Full-Time,Hybrid,3,1.8
E10715,Laura Andrews,Female,35,2023-07-04,Active,Software Engineer,6,G8,Applications,Information Technology,Technology,Cairo,E14156,Margaret Coleman,113600.0,P10470,Filled,Full-Time,Remote,3,3.2
,,,,,,Software Engineer,6,G5,Applications,Information Technology,Technology,Cairo,E14156,Margaret Coleman,,P10471,Vacant,,,,
E13466,Willie Phillips,Male,25,2022-09-25,Active,QA Engineer,6,G7,Applications,Information Technology,Technology,Cairo,E14156,Margaret Coleman,130900.0,P10472,Filled,Full-Time,On-site,5,4.0
E11449,Vanessa Barrett,Female,34,2015-10-31,Active,Business Analyst,6,G7,Applications,Information Technology,Technology,Cairo,E14156,Margaret Coleman,136900.0,P10473,Filled,Full-Time,Hybrid,3,10.9
E10479,Donald Knight,Male,36,2026-01-29,Active,QA Engineer,6,G7,Applications,Information Technology,Technology,Cairo,E14156,Margaret Coleman,114000.0,P10474,Filled,Part-Time,Hybrid,3,0.7
E12513,Michael Garner,Male,34,2024-02-29,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Cairo,E10376,Gregory Matthews,230000.0,P10475,Filled,Full-Time,Remote,1,2.6
E12701,Anthony Obrien,Male,27,2020-09-25,Active,Software Engineer,6,G7,Applications,Information Technology,Technology,Cairo,E12513,Michael Garner,166300.0,P10476,Filled,Full-Time,On-site,3,6.0
E10184,Jonathan Strong,Male,30,2017-09-25,Active,Software Engineer,6,G6,Applications,Information Technology,Technology,Cairo,E12513,Michael Garner,117000.0,P10477,Filled,Full-Time,On-site,3,9.0
E14858,Dustin Lindsey,Male,33,2025-09-22,Active,Software Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E12513,Michael Garner,131200.0,P10478,Filled,Full-Time,Hybrid,3,1.0
,,,,,,Senior Software Engineer,6,G6,Applications,Information Technology,Technology,Cairo,E12513,Michael Garner,,P10479,Vacant,,,,
E12081,Lawrence Gomez,Male,32,2025-03-29,Active,Software Developer,6,G8,Applications,Information Technology,Technology,Cairo,E12513,Michael Garner,158400.0,P10480,Filled,Full-Time,On-site,4,1.5
E13962,Mark Oliver,Male,21,2026-08-20,Active,QA Engineer,6,G7,Applications,Information Technology,Technology,Cairo,E12513,Michael Garner,105600.0,P10481,Filled,Full-Time,On-site,2,0.1
E14368,Megan Le,Female,31,2017-12-13,Active,QA Engineer,6,G7,Applications,Information Technology,Technology,Cairo,E12513,Michael Garner,147400.0,P10482,Filled,Contractor,Remote,2,8.8
E13010,Mary Massey,Female,54,2015-04-04,Active,Applications Manager,4,G13,Applications,Information Technology,Technology,Riyadh,E10585,Paul Hamilton,282700.0,P10483,Filled,Full-Time,Remote,3,11.5
E14252,Lori Berger,Female,44,2021-02-09,Active,Team Lead,5,G11,Applications,Information Technology,Technology,Riyadh,E13010,Mary Massey,204500.0,P10484,Filled,Full-Time,Remote,4,5.6
E11557,Maria Parker,Female,33,2024-01-09,Active,Software Developer,6,G6,Applications,Information Technology,Technology,Riyadh,E14252,Lori Berger,136800.0,P10485,Filled,Full-Time,On-site,3,2.7
E14155,Jessica Riley,Female,38,2024-08-14,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E14252,Lori Berger,144700.0,P10486,Filled,Full-Time,On-site,3,2.1
E14854,Nicholas Davis,Male,26,2025-03-08,Active,QA Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E14252,Lori Berger,140800.0,P10487,Filled,Full-Time,On-site,4,1.6
E14995,Edward Burgess,Male,38,2020-03-12,Active,Business Analyst,6,G9,Applications,Information Technology,Technology,Riyadh,E14252,Lori Berger,155800.0,P10488,Filled,Full-Time,Hybrid,5,6.5
E10795,Christopher Anderson,Male,36,2023-08-27,Active,Business Analyst,6,G5,Applications,Information Technology,Technology,Riyadh,E14252,Lori Berger,130300.0,P10489,Filled,Full-Time,Remote,4,3.1
E12138,Kimberly Mata,Female,32,2023-08-28,Active,Software Developer,6,G8,Applications,Information Technology,Technology,Riyadh,E14252,Lori Berger,121300.0,P10490,Filled,Full-Time,On-site,1,3.1
E10902,Joseph Mcintyre,Male,28,2022-01-18,Active,Software Engineer,6,G9,Applications,Information Technology,Technology,Cairo,E14252,Lori Berger,141700.0,P10491,Filled,Contractor,On-site,3,4.7
E10621,Ronald Scott,Male,33,2018-04-16,Active,QA Engineer,6,G5,Applications,Information Technology,Technology,Riyadh,E14252,Lori Berger,133200.0,P10492,Filled,Full-Time,Hybrid,3,8.4
E10802,Roger Olson,Male,31,2018-02-09,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E13010,Mary Massey,235900.0,P10493,Filled,Full-Time,Remote,3,8.6
,,,,,,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E10802,Roger Olson,,P10494,Vacant,,,,
E11898,Renee Francis,Female,30,2023-02-16,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E10802,Roger Olson,174100.0,P10495,Filled,Full-Time,On-site,3,3.6
E11735,George Wilson,Male,25,2022-09-25,Active,Business Analyst,6,G8,Applications,Information Technology,Technology,Riyadh,E10802,Roger Olson,124100.0,P10496,Filled,Full-Time,Hybrid,4,4.0
E10990,Tonya Taylor,Female,38,2024-01-19,Active,Software Engineer,6,G9,Applications,Information Technology,Technology,Riyadh,E10802,Roger Olson,160900.0,P10497,Filled,Full-Time,Hybrid,2,2.7
E12454,Vincent Dalton,Male,30,2021-02-13,Active,Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E10802,Roger Olson,140000.0,P10498,Filled,Full-Time,On-site,4,5.6
E12422,Nathaniel Whitney,Male,39,2024-02-22,Active,Business Analyst,6,G6,Applications,Information Technology,Technology,Riyadh,E10802,Roger Olson,132500.0,P10499,Filled,Full-Time,Hybrid,3,2.6
E13123,Tracy Ballard,Female,29,2025-05-03,Active,QA Engineer,6,G8,Applications,Information Technology,Technology,Riyadh,E10802,Roger Olson,120500.0,P10500,Filled,Part-Time,On-site,3,1.4
E10889,Jacob Gibbs,Male,51,2019-11-07,Active,Senior Applications Manager,3,G14,Applications,Information Technology,Technology,Riyadh,E12133,Olivia Harris,480900.0,P10501,Filled,Full-Time,Hybrid,3,6.9
E10160,Alexis Herrera,Female,45,2024-06-03,Active,Applications Manager,4,G12,Applications,Information Technology,Technology,Riyadh,E10889,Jacob Gibbs,343700.0,P10502,Filled,Full-Time,Remote,4,2.3
E10086,Jordan Chambers,Female,37,2023-09-09,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E10160,Alexis Herrera,187200.0,P10503,Filled,Full-Time,Remote,3,3.0
E13652,Michael Richards,Male,33,2021-11-09,Active,QA Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E10086,Jordan Chambers,142200.0,P10504,Filled,Full-Time,On-site,3,4.9
E11380,Rodney Bentley,Male,29,2022-06-04,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E10086,Jordan Chambers,157400.0,P10505,Filled,Full-Time,Hybrid,3,4.3
E12864,Brian Hall,Male,22,2025-09-25,Active,Business Analyst,6,G5,Applications,Information Technology,Technology,Riyadh,E10086,Jordan Chambers,116000.0,P10506,Filled,Full-Time,Remote,5,1.0
E11201,Allison Henson,Female,29,2024-04-20,Active,Software Engineer,6,G9,Applications,Information Technology,Technology,Riyadh,E10086,Jordan Chambers,133400.0,P10507,Filled,Contractor,Hybrid,3,2.4
E11879,Kristina Herman,Female,21,2026-08-20,Active,Senior Software Engineer,6,G9,Applications,Information Technology,Technology,Riyadh,E10086,Jordan Chambers,171200.0,P10508,Filled,Full-Time,Remote,3,0.1
E14455,Daniel Brown,Male,32,2021-11-22,Active,Software Engineer,6,G5,Applications,Information Technology,Technology,Riyadh,E10086,Jordan Chambers,138000.0,P10509,Filled,Contractor,Hybrid,3,4.8
E11585,Samantha Blankenship,Female,36,2020-10-19,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E10160,Alexis Herrera,191700.0,P10510,Filled,Full-Time,Remote,3,5.9
E11754,Elizabeth Ortiz,Female,27,2020-09-25,Active,Software Engineer,6,G5,Applications,Information Technology,Technology,Riyadh,E11585,Samantha Blankenship,122800.0,P10511,Filled,Full-Time,On-site,2,6.0
E13045,Charles Shah,Male,27,2024-03-29,Active,QA Engineer,6,G5,Applications,Information Technology,Technology,Riyadh,E11585,Samantha Blankenship,112000.0,P10512,Filled,Contractor,On-site,3,2.5
E12535,Eric Vasquez,Male,29,2023-11-14,Active,Software Developer,6,G8,Applications,Information Technology,Technology,Riyadh,E11585,Samantha Blankenship,136700.0,P10513,Filled,Full-Time,Remote,3,2.9
E12967,Brent Clay,Male,25,2023-04-10,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E11585,Samantha Blankenship,156900.0,P10514,Filled,Full-Time,Hybrid,2,3.5
E10189,Chad Chavez,Male,35,2015-06-02,Active,Software Engineer,6,G6,Applications,Information Technology,Technology,Riyadh,E11585,Samantha Blankenship,147100.0,P10515,Filled,Full-Time,Remote,4,11.3
E12763,Michael Paul,Male,35,2019-07-11,Active,Applications Manager,4,G13,Applications,Information Technology,Technology,Riyadh,E10889,Jacob Gibbs,283300.0,P10516,Filled,Full-Time,Hybrid,3,7.2
E11998,Tracy Barnes,Male,39,2018-11-09,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E12763,Michael Paul,221800.0,P10517,Filled,Full-Time,On-site,3,7.9
E14863,Patrick Moore,Male,25,2024-01-10,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E11998,Tracy Barnes,178600.0,P10518,Filled,Full-Time,Hybrid,2,2.7
E14211,Jennifer Garcia,Female,39,2025-07-16,Active,Senior Software Engineer,6,G10,Applications,Information Technology,Technology,Riyadh,E11998,Tracy Barnes,138000.0,P10519,Filled,Full-Time,Hybrid,3,1.2
E12755,Katherine Russell,Female,34,2020-01-18,Active,Senior Software Engineer,6,G9,Applications,Information Technology,Technology,Riyadh,E11998,Tracy Barnes,184400.0,P10520,Filled,Contractor,Hybrid,4,6.7
E10387,Trevor Johnson,Male,26,2024-07-29,Active,Software Developer,6,G7,Applications,Information Technology,Technology,Riyadh,E11998,Tracy Barnes,122800.0,P10521,Filled,Full-Time,Remote,3,2.2
,,,,,,QA Engineer,6,G9,Applications,Information Technology,Technology,Riyadh,E11998,Tracy Barnes,,P10522,Vacant,,,,
E13255,Jacqueline Ramos,Female,33,2024-05-05,Active,Software Developer,6,G6,Applications,Information Technology,Technology,Riyadh,E11998,Tracy Barnes,142200.0,P10523,Filled,Contractor,Hybrid,3,2.4
E11957,Trevor Foley,Male,34,2023-01-07,Active,Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E11998,Tracy Barnes,139600.0,P10524,Filled,Full-Time,On-site,4,3.7
E13113,Brett Jennings,Male,26,2021-09-25,Active,Team Lead,5,G10,Applications,Information Technology,Technology,Riyadh,E12763,Michael Paul,242200.0,P10525,Filled,Full-Time,Remote,3,5.0
E11250,Kimberly Levine,Female,29,2023-09-30,Active,Senior Software Engineer,6,G7,Applications,Information Technology,Technology,Riyadh,E13113,Brett Jennings,173000.0,P10526,Filled,Contractor,Remote,3,3.0
E14776,Ian Sanders,Male,31,2025-09-29,On Leave,Software Developer,6,G7,Applications,Information Technology,Technology,Cairo,E13113,Brett Jennings,148700.0,P10527,Filled,Full-Time,Remote,3,1.0
E13911,Colton Martinez,Male,29,2022-06-29,Active,Senior Software Engineer,6,G9,Applications,Information Technology,Technology,Riyadh,E13113,Brett Jennings,149700.0,P10528,Filled,Full-Time,Remote,3,4.2
,,,,,,Software Developer,6,G5,Applications,Information Technology,Technology,Riyadh,E13113,Brett Jennings,,P10529,Vacant,,,,
E12208,Sarah Gibson,Female,33,2019-03-29,Active,Software Developer,6,G6,Applications,Information Technology,Technology,Riyadh,E13113,Brett Jennings,136800.0,P10530,Filled,Full-Time,Hybrid,4,7.5
E14014,Mary May,Female,29,2022-06-23,Active,Business Analyst,6,G5,Applications,Information Technology,Technology,Riyadh,E13113,Brett Jennings,175600.0,P10531,Filled,Full-Time,On-site,3,4.3
E11842,Linda Smith,Female,35,2012-09-25,Active,Applications Manager,4,G13,Applications,Information Technology,Technology,Riyadh,E10889,Jacob Gibbs,316400.0,P10532,Filled,Full-Time,On-site,3,14.0
